"scaffold","genbank.accn","refseq.accn","scaffold.len"
"phaCin_unsw_v4.1.fa.scaf01507","MSTS01001507.1","NW_018345458.1",15897
"phaCin_unsw_v4.1.fa.scaf01508","MSTS01001508.1","NW_018345459.1",15874
"phaCin_unsw_v4.1.fa.scaf01509","MSTS01001509.1","NW_018345460.1",15872
"phaCin_unsw_v4.1.fa.scaf01510","MSTS01001510.1","NW_018345461.1",15854
"phaCin_unsw_v4.1.fa.scaf01511","MSTS01001511.1","NW_018345462.1",15841
"phaCin_unsw_v4.1.fa.scaf01512","MSTS01001512.1","NW_018345463.1",15756
"phaCin_unsw_v4.1.fa.scaf01513","MSTS01001513.1","NW_018345464.1",15750
"phaCin_unsw_v4.1.fa.scaf01514","MSTS01001514.1","NW_018345465.1",15738
"phaCin_unsw_v4.1.fa.scaf01515","MSTS01001515.1","NW_018345466.1",15730
"phaCin_unsw_v4.1.fa.scaf01516","MSTS01001516.1","NW_018345467.1",15701
"phaCin_unsw_v4.1.fa.scaf01517","MSTS01001517.1","NW_018345468.1",15692
"phaCin_unsw_v4.1.fa.scaf01518","MSTS01001518.1","NW_018345469.1",15658
"phaCin_unsw_v4.1.fa.scaf01519","MSTS01001519.1","NW_018345470.1",15626
"phaCin_unsw_v4.1.fa.scaf01520","MSTS01001520.1","NW_018345471.1",15621
"phaCin_unsw_v4.1.fa.scaf01521","MSTS01001521.1","NW_018345472.1",15581
"phaCin_unsw_v4.1.fa.scaf01522","MSTS01001522.1","NW_018345473.1",15579
"phaCin_unsw_v4.1.fa.scaf01523","MSTS01001523.1","NW_018345474.1",15544
"phaCin_unsw_v4.1.fa.scaf01524","MSTS01001524.1","NW_018345475.1",15541
"phaCin_unsw_v4.1.fa.scaf01525","MSTS01001525.1","NW_018345476.1",15500
"phaCin_unsw_v4.1.fa.scaf01526","MSTS01001526.1","NW_018345477.1",15492
"phaCin_unsw_v4.1.fa.scaf01527","MSTS01001527.1","NW_018345478.1",15473
"phaCin_unsw_v4.1.fa.scaf01528","MSTS01001528.1","NW_018345479.1",15465
"phaCin_unsw_v4.1.fa.scaf01529","MSTS01001529.1","NW_018345480.1",15444
"phaCin_unsw_v4.1.fa.scaf01530","MSTS01001530.1","NW_018345481.1",15414
"phaCin_unsw_v4.1.fa.scaf01531","MSTS01001531.1","NW_018345482.1",15391
"phaCin_unsw_v4.1.fa.scaf01532","MSTS01001532.1","NW_018345483.1",15368
"phaCin_unsw_v4.1.fa.scaf01533","MSTS01001533.1","NW_018345484.1",15326
"phaCin_unsw_v4.1.fa.scaf01534","MSTS01001534.1","NW_018345485.1",15303
"phaCin_unsw_v4.1.fa.scaf01535","MSTS01001535.1","NW_018345486.1",15282
"phaCin_unsw_v4.1.fa.scaf01536","MSTS01001536.1","NW_018345487.1",15250
"phaCin_unsw_v4.1.fa.scaf01537","MSTS01001537.1","NW_018345488.1",15220
"phaCin_unsw_v4.1.fa.scaf01538","MSTS01001538.1","NW_018345489.1",15190
"phaCin_unsw_v4.1.fa.scaf01539","MSTS01001539.1","NW_018345490.1",15184
"phaCin_unsw_v4.1.fa.scaf01540","MSTS01001540.1","NW_018345491.1",15164
"phaCin_unsw_v4.1.fa.scaf01541","MSTS01001541.1","NW_018345492.1",15159
"phaCin_unsw_v4.1.fa.scaf01542","MSTS01001542.1","NW_018345493.1",15097
"phaCin_unsw_v4.1.fa.scaf01543","MSTS01001543.1","NW_018345494.1",15074
"phaCin_unsw_v4.1.fa.scaf01544","MSTS01001544.1","NW_018345495.1",15043
"phaCin_unsw_v4.1.fa.scaf01545","MSTS01001545.1","NW_018345496.1",15016
"phaCin_unsw_v4.1.fa.scaf01546","MSTS01001546.1","NW_018345497.1",15006
"phaCin_unsw_v4.1.fa.scaf01547","MSTS01001547.1","NW_018345498.1",15005
"phaCin_unsw_v4.1.fa.scaf01548","MSTS01001548.1","NW_018345499.1",14990
"phaCin_unsw_v4.1.fa.scaf01549","MSTS01001549.1","NW_018345500.1",14988
"phaCin_unsw_v4.1.fa.scaf01550","MSTS01001550.1","NW_018345501.1",14969
"phaCin_unsw_v4.1.fa.scaf01551","MSTS01001551.1","NW_018345502.1",14903
"phaCin_unsw_v4.1.fa.scaf01552","MSTS01001552.1","NW_018345503.1",14898
"phaCin_unsw_v4.1.fa.scaf01553","MSTS01001553.1","NW_018345504.1",14844
"phaCin_unsw_v4.1.fa.scaf01554","MSTS01001554.1","NW_018345505.1",14792
"phaCin_unsw_v4.1.fa.scaf01555","MSTS01001555.1","NW_018345506.1",14765
"phaCin_unsw_v4.1.fa.scaf01556","MSTS01001556.1","NW_018345507.1",14756
"phaCin_unsw_v4.1.fa.scaf01557","MSTS01001557.1","NW_018345508.1",14750
"phaCin_unsw_v4.1.fa.scaf01558","MSTS01001558.1","NW_018345509.1",14696
"phaCin_unsw_v4.1.fa.scaf01559","MSTS01001559.1","NW_018345510.1",14647
"phaCin_unsw_v4.1.fa.scaf01560","MSTS01001560.1","NW_018345511.1",14522
"phaCin_unsw_v4.1.fa.scaf01561","MSTS01001561.1","NW_018345512.1",14517
"phaCin_unsw_v4.1.fa.scaf01562","MSTS01001562.1","NW_018345513.1",14495
"phaCin_unsw_v4.1.fa.scaf01563","MSTS01001563.1","NW_018345514.1",14446
"phaCin_unsw_v4.1.fa.scaf01564","MSTS01001564.1","NW_018345515.1",14335
"phaCin_unsw_v4.1.fa.scaf01565","MSTS01001565.1","NW_018345516.1",14312
"phaCin_unsw_v4.1.fa.scaf01566","MSTS01001566.1","NW_018345517.1",14276
"phaCin_unsw_v4.1.fa.scaf01567","MSTS01001567.1","NW_018345518.1",14211
"phaCin_unsw_v4.1.fa.scaf01568","MSTS01001568.1","NW_018345519.1",14206
"phaCin_unsw_v4.1.fa.scaf01569","MSTS01001569.1","NW_018345520.1",14201
"phaCin_unsw_v4.1.fa.scaf01570","MSTS01001570.1","NW_018345521.1",14102
"phaCin_unsw_v4.1.fa.scaf01571","MSTS01001571.1","NW_018345522.1",14082
"phaCin_unsw_v4.1.fa.scaf01572","MSTS01001572.1","NW_018345523.1",14076
"phaCin_unsw_v4.1.fa.scaf01573","MSTS01001573.1","NW_018345524.1",14042
"phaCin_unsw_v4.1.fa.scaf01574","MSTS01001574.1","NW_018345525.1",14039
"phaCin_unsw_v4.1.fa.scaf01575","MSTS01001575.1","NW_018345526.1",13944
"phaCin_unsw_v4.1.fa.scaf01576","MSTS01001576.1","NW_018345527.1",13926
"phaCin_unsw_v4.1.fa.scaf01577","MSTS01001577.1","NW_018345528.1",13919
"phaCin_unsw_v4.1.fa.scaf01578","MSTS01001578.1","NW_018345529.1",13903
"phaCin_unsw_v4.1.fa.scaf01579","MSTS01001579.1","NW_018345530.1",13862
"phaCin_unsw_v4.1.fa.scaf01580","MSTS01001580.1","NW_018345531.1",13673
"phaCin_unsw_v4.1.fa.scaf01581","MSTS01001581.1","NW_018345532.1",13644
"phaCin_unsw_v4.1.fa.scaf01582","MSTS01001582.1","NW_018345533.1",13635
"phaCin_unsw_v4.1.fa.scaf01583","MSTS01001583.1","NW_018345534.1",13597
"phaCin_unsw_v4.1.fa.scaf01584","MSTS01001584.1","NW_018345535.1",13554
"phaCin_unsw_v4.1.fa.scaf01585","MSTS01001585.1","NW_018345536.1",13500
"phaCin_unsw_v4.1.fa.scaf01586","MSTS01001586.1","NW_018345537.1",13445
"phaCin_unsw_v4.1.fa.scaf01587","MSTS01001587.1","NW_018345538.1",13427
"phaCin_unsw_v4.1.fa.scaf01588","MSTS01001588.1","NW_018345539.1",13349
"phaCin_unsw_v4.1.fa.scaf01589","MSTS01001589.1","NW_018345540.1",13251
"phaCin_unsw_v4.1.fa.scaf01590","MSTS01001590.1","NW_018345541.1",13234
"phaCin_unsw_v4.1.fa.scaf01591","MSTS01001591.1","NW_018345542.1",13166
"phaCin_unsw_v4.1.fa.scaf01592","MSTS01001592.1","NW_018345543.1",13122
"phaCin_unsw_v4.1.fa.scaf01593","MSTS01001593.1","NW_018345544.1",13102
"phaCin_unsw_v4.1.fa.scaf01594","MSTS01001594.1","NW_018345545.1",13065
"phaCin_unsw_v4.1.fa.scaf01595","MSTS01001595.1","NW_018345546.1",13054
"phaCin_unsw_v4.1.fa.scaf01596","MSTS01001596.1","NW_018345547.1",12995
"phaCin_unsw_v4.1.fa.scaf01597","MSTS01001597.1","NW_018345548.1",12980
"phaCin_unsw_v4.1.fa.scaf01598","MSTS01001598.1","NW_018345549.1",12959
"phaCin_unsw_v4.1.fa.scaf01599","MSTS01001599.1","NW_018345550.1",12860
"phaCin_unsw_v4.1.fa.scaf01600","MSTS01001600.1","NW_018345551.1",12836
"phaCin_unsw_v4.1.fa.scaf01601","MSTS01001601.1","NW_018345552.1",12746
"phaCin_unsw_v4.1.fa.scaf01602","MSTS01001602.1","NW_018345553.1",12738
"phaCin_unsw_v4.1.fa.scaf01603","MSTS01001603.1","NW_018345554.1",12716
"phaCin_unsw_v4.1.fa.scaf01604","MSTS01001604.1","NW_018345555.1",12713
"phaCin_unsw_v4.1.fa.scaf01605","MSTS01001605.1","NW_018345556.1",12667
"phaCin_unsw_v4.1.fa.scaf01606","MSTS01001606.1","NW_018345557.1",12666
"phaCin_unsw_v4.1.fa.scaf01607","MSTS01001607.1","NW_018345558.1",12656
"phaCin_unsw_v4.1.fa.scaf01608","MSTS01001608.1","NW_018345559.1",12611
"phaCin_unsw_v4.1.fa.scaf01609","MSTS01001609.1","NW_018345560.1",12546
"phaCin_unsw_v4.1.fa.scaf01610","MSTS01001610.1","NW_018345561.1",12503
"phaCin_unsw_v4.1.fa.scaf01611","MSTS01001611.1","NW_018345562.1",12493
"phaCin_unsw_v4.1.fa.scaf01612","MSTS01001612.1","NW_018345563.1",12478
"phaCin_unsw_v4.1.fa.scaf01613","MSTS01001613.1","NW_018345564.1",12422
"phaCin_unsw_v4.1.fa.scaf01614","MSTS01001614.1","NW_018345565.1",12408
"phaCin_unsw_v4.1.fa.scaf01615","MSTS01001615.1","NW_018345566.1",12393
"phaCin_unsw_v4.1.fa.scaf01616","MSTS01001616.1","NW_018345567.1",12365
"phaCin_unsw_v4.1.fa.scaf01617","MSTS01001617.1","NW_018345568.1",12268
"phaCin_unsw_v4.1.fa.scaf01618","MSTS01001618.1","NW_018345569.1",12234
"phaCin_unsw_v4.1.fa.scaf01619","MSTS01001619.1","NW_018345570.1",12218
"phaCin_unsw_v4.1.fa.scaf01620","MSTS01001620.1","NW_018345571.1",12162
"phaCin_unsw_v4.1.fa.scaf01621","MSTS01001621.1","NW_018345572.1",12092
"phaCin_unsw_v4.1.fa.scaf01622","MSTS01001622.1","NW_018345573.1",12034
"phaCin_unsw_v4.1.fa.scaf01623","MSTS01001623.1","NW_018345574.1",12009
"phaCin_unsw_v4.1.fa.scaf01624","MSTS01001624.1","NW_018345575.1",11944
"phaCin_unsw_v4.1.fa.scaf01625","MSTS01001625.1","NW_018345576.1",11929
"phaCin_unsw_v4.1.fa.scaf01626","MSTS01001626.1","NW_018345577.1",11927
"phaCin_unsw_v4.1.fa.scaf01627","MSTS01001627.1","NW_018345578.1",11801
"phaCin_unsw_v4.1.fa.scaf01628","MSTS01001628.1","NW_018345579.1",11799
"phaCin_unsw_v4.1.fa.scaf01629","MSTS01001629.1","NW_018345580.1",11785
"phaCin_unsw_v4.1.fa.scaf01630","MSTS01001630.1","NW_018345581.1",11779
"phaCin_unsw_v4.1.fa.scaf01631","MSTS01001631.1","NW_018345582.1",11758
"phaCin_unsw_v4.1.fa.scaf01632","MSTS01001632.1","NW_018345583.1",11757
"phaCin_unsw_v4.1.fa.scaf01633","MSTS01001633.1","NW_018345584.1",11729
"phaCin_unsw_v4.1.fa.scaf01634","MSTS01001634.1","NW_018345585.1",11721
"phaCin_unsw_v4.1.fa.scaf01635","MSTS01001635.1","NW_018345586.1",11649
"phaCin_unsw_v4.1.fa.scaf01636","MSTS01001636.1","NW_018345587.1",11624
"phaCin_unsw_v4.1.fa.scaf01637","MSTS01001637.1","NW_018345588.1",11616
"phaCin_unsw_v4.1.fa.scaf01638","MSTS01001638.1","NW_018345589.1",11573
"phaCin_unsw_v4.1.fa.scaf01639","MSTS01001639.1","NW_018345590.1",11566
"phaCin_unsw_v4.1.fa.scaf01640","MSTS01001640.1","NW_018345591.1",11553
"phaCin_unsw_v4.1.fa.scaf01641","MSTS01001641.1","NW_018345592.1",11547
"phaCin_unsw_v4.1.fa.scaf01642","MSTS01001642.1","NW_018345593.1",11532
"phaCin_unsw_v4.1.fa.scaf01643","MSTS01001643.1","NW_018345594.1",11516
"phaCin_unsw_v4.1.fa.scaf01644","MSTS01001644.1","NW_018345595.1",11481
"phaCin_unsw_v4.1.fa.scaf01645","MSTS01001645.1","NW_018345596.1",11463
"phaCin_unsw_v4.1.fa.scaf01646","MSTS01001646.1","NW_018345597.1",11413
"phaCin_unsw_v4.1.fa.scaf01647","MSTS01001647.1","NW_018345598.1",11260
"phaCin_unsw_v4.1.fa.scaf01648","MSTS01001648.1","NW_018345599.1",11210
"phaCin_unsw_v4.1.fa.scaf01649","MSTS01001649.1","NW_018345600.1",11185
"phaCin_unsw_v4.1.fa.scaf01650","MSTS01001650.1","NW_018345601.1",11183
"phaCin_unsw_v4.1.fa.scaf01651","MSTS01001651.1","NW_018345602.1",11114
"phaCin_unsw_v4.1.fa.scaf01652","MSTS01001652.1","NW_018345603.1",11081
"phaCin_unsw_v4.1.fa.scaf01653","MSTS01001653.1","NW_018345604.1",11029
"phaCin_unsw_v4.1.fa.scaf01654","MSTS01001654.1","NW_018345605.1",11022
"phaCin_unsw_v4.1.fa.scaf01655","MSTS01001655.1","NW_018345606.1",10963
"phaCin_unsw_v4.1.fa.scaf01656","MSTS01001656.1","NW_018345607.1",10923
"phaCin_unsw_v4.1.fa.scaf01657","MSTS01001657.1","NW_018345608.1",10906
"phaCin_unsw_v4.1.fa.scaf01658","MSTS01001658.1","NW_018345609.1",10881
"phaCin_unsw_v4.1.fa.scaf01659","MSTS01001659.1","NW_018345610.1",10769
"phaCin_unsw_v4.1.fa.scaf01660","MSTS01001660.1","NW_018345611.1",10707
"phaCin_unsw_v4.1.fa.scaf01661","MSTS01001661.1","NW_018345612.1",10648
"phaCin_unsw_v4.1.fa.scaf01662","MSTS01001662.1","NW_018345613.1",10587
"phaCin_unsw_v4.1.fa.scaf01663","MSTS01001663.1","NW_018345614.1",10496
"phaCin_unsw_v4.1.fa.scaf01664","MSTS01001664.1","NW_018345615.1",10473
"phaCin_unsw_v4.1.fa.scaf01665","MSTS01001665.1","NW_018345616.1",10465
"phaCin_unsw_v4.1.fa.scaf01666","MSTS01001666.1","NW_018345617.1",10450
"phaCin_unsw_v4.1.fa.scaf01667","MSTS01001667.1","NW_018345618.1",10366
"phaCin_unsw_v4.1.fa.scaf01668","MSTS01001668.1","NW_018345619.1",10323
"phaCin_unsw_v4.1.fa.scaf01669","MSTS01001669.1","NW_018345620.1",10319
"phaCin_unsw_v4.1.fa.scaf01670","MSTS01001670.1","NW_018345621.1",10301
"phaCin_unsw_v4.1.fa.scaf01671","MSTS01001671.1","NW_018345622.1",10295
"phaCin_unsw_v4.1.fa.scaf01672","MSTS01001672.1","NW_018345623.1",10270
"phaCin_unsw_v4.1.fa.scaf01673","MSTS01001673.1","NW_018345624.1",10235
"phaCin_unsw_v4.1.fa.scaf01674","MSTS01001674.1","NW_018345625.1",10162
"phaCin_unsw_v4.1.fa.scaf01675","MSTS01001675.1","NW_018345626.1",10141
"phaCin_unsw_v4.1.fa.scaf01676","MSTS01001676.1","NW_018345627.1",10060
"phaCin_unsw_v4.1.fa.scaf01677","MSTS01001677.1","NW_018345628.1",10036
"phaCin_unsw_v4.1.fa.scaf01678","MSTS01001678.1","NW_018345629.1",9930
"phaCin_unsw_v4.1.fa.scaf01679","MSTS01001679.1","NW_018345630.1",9856
"phaCin_unsw_v4.1.fa.scaf01680","MSTS01001680.1","NW_018345631.1",9818
"phaCin_unsw_v4.1.fa.scaf01681","MSTS01001681.1","NW_018345632.1",9733
"phaCin_unsw_v4.1.fa.scaf01682","MSTS01001682.1","NW_018345633.1",9729
"phaCin_unsw_v4.1.fa.scaf01683","MSTS01001683.1","NW_018345634.1",9724
"phaCin_unsw_v4.1.fa.scaf01684","MSTS01001684.1","NW_018345635.1",9629
"phaCin_unsw_v4.1.fa.scaf01685","MSTS01001685.1","NW_018345636.1",9585
"phaCin_unsw_v4.1.fa.scaf01686","MSTS01001686.1","NW_018345637.1",9584
"phaCin_unsw_v4.1.fa.scaf01687","MSTS01001687.1","NW_018345638.1",9536
"phaCin_unsw_v4.1.fa.scaf01688","MSTS01001688.1","NW_018345639.1",9375
"phaCin_unsw_v4.1.fa.scaf01689","MSTS01001689.1","NW_018345640.1",9375
"phaCin_unsw_v4.1.fa.scaf01690","MSTS01001690.1","NW_018345641.1",9356
"phaCin_unsw_v4.1.fa.scaf01691","MSTS01001691.1","NW_018345642.1",9325
"phaCin_unsw_v4.1.fa.scaf01692","MSTS01001692.1","NW_018345643.1",9301
"phaCin_unsw_v4.1.fa.scaf01693","MSTS01001693.1","NW_018345644.1",9264
"phaCin_unsw_v4.1.fa.scaf01694","MSTS01001694.1","NW_018345645.1",9258
"phaCin_unsw_v4.1.fa.scaf01695","MSTS01001695.1","NW_018345646.1",9210
"phaCin_unsw_v4.1.fa.scaf01696","MSTS01001696.1","NW_018345647.1",9189
"phaCin_unsw_v4.1.fa.scaf01697","MSTS01001697.1","NW_018345648.1",9172
"phaCin_unsw_v4.1.fa.scaf01698","MSTS01001698.1","NW_018345649.1",9149
"phaCin_unsw_v4.1.fa.scaf01699","MSTS01001699.1","NW_018345650.1",9136
"phaCin_unsw_v4.1.fa.scaf01700","MSTS01001700.1","NW_018345651.1",9061
"phaCin_unsw_v4.1.fa.scaf01701","MSTS01001701.1","NW_018345652.1",9040
"phaCin_unsw_v4.1.fa.scaf01702","MSTS01001702.1","NW_018345653.1",8945
"phaCin_unsw_v4.1.fa.scaf01703","MSTS01001703.1","NW_018345654.1",8939
"phaCin_unsw_v4.1.fa.scaf01704","MSTS01001704.1","NW_018345655.1",8863
"phaCin_unsw_v4.1.fa.scaf01705","MSTS01001705.1","NW_018345656.1",8860
"phaCin_unsw_v4.1.fa.scaf01706","MSTS01001706.1","NW_018345657.1",8821
"phaCin_unsw_v4.1.fa.scaf01707","MSTS01001707.1","NW_018345658.1",8751
"phaCin_unsw_v4.1.fa.scaf01708","MSTS01001708.1","NW_018345659.1",8721
"phaCin_unsw_v4.1.fa.scaf01709","MSTS01001709.1","NW_018345660.1",8692
"phaCin_unsw_v4.1.fa.scaf01710","MSTS01001710.1","NW_018345661.1",8676
"phaCin_unsw_v4.1.fa.scaf01711","MSTS01001711.1","NW_018345662.1",8614
"phaCin_unsw_v4.1.fa.scaf01712","MSTS01001712.1","NW_018345663.1",8601
"phaCin_unsw_v4.1.fa.scaf01713","MSTS01001713.1","NW_018345664.1",8557
"phaCin_unsw_v4.1.fa.scaf01714","MSTS01001714.1","NW_018345665.1",8529
"phaCin_unsw_v4.1.fa.scaf01715","MSTS01001715.1","NW_018345666.1",8503
"phaCin_unsw_v4.1.fa.scaf01716","MSTS01001716.1","NW_018345667.1",8492
"phaCin_unsw_v4.1.fa.scaf01717","MSTS01001717.1","NW_018345668.1",8491
"phaCin_unsw_v4.1.fa.scaf01718","MSTS01001718.1","NW_018345669.1",8393
"phaCin_unsw_v4.1.fa.scaf01719","MSTS01001719.1","NW_018345670.1",8363
"phaCin_unsw_v4.1.fa.scaf01720","MSTS01001720.1","NW_018345671.1",8294
"phaCin_unsw_v4.1.fa.scaf01721","MSTS01001721.1","NW_018345672.1",8263
"phaCin_unsw_v4.1.fa.scaf01722","MSTS01001722.1","NW_018345673.1",8236
"phaCin_unsw_v4.1.fa.scaf01723","MSTS01001723.1","NW_018345674.1",8170
"phaCin_unsw_v4.1.fa.scaf01724","MSTS01001724.1","NW_018345675.1",8161
"phaCin_unsw_v4.1.fa.scaf01725","MSTS01001725.1","NW_018345676.1",8154
"phaCin_unsw_v4.1.fa.scaf01726","MSTS01001726.1","NW_018345677.1",8136
"phaCin_unsw_v4.1.fa.scaf01727","MSTS01001727.1","NW_018345678.1",8102
"phaCin_unsw_v4.1.fa.scaf01728","MSTS01001728.1","NW_018345679.1",8035
"phaCin_unsw_v4.1.fa.scaf01729","MSTS01001729.1","NW_018345680.1",7988
"phaCin_unsw_v4.1.fa.scaf01730","MSTS01001730.1","NW_018345681.1",7960
"phaCin_unsw_v4.1.fa.scaf01731","MSTS01001731.1","NW_018345682.1",7915
"phaCin_unsw_v4.1.fa.scaf01732","MSTS01001732.1","NW_018345683.1",7913
"phaCin_unsw_v4.1.fa.scaf01733","MSTS01001733.1","NW_018345684.1",7906
"phaCin_unsw_v4.1.fa.scaf01734","MSTS01001734.1","NW_018345685.1",7905
"phaCin_unsw_v4.1.fa.scaf01735","MSTS01001735.1","NW_018345686.1",7865
"phaCin_unsw_v4.1.fa.scaf01736","MSTS01001736.1","NW_018345687.1",7805
"phaCin_unsw_v4.1.fa.scaf01737","MSTS01001737.1","NW_018345688.1",7721
"phaCin_unsw_v4.1.fa.scaf01738","MSTS01001738.1","NW_018345689.1",7705
"phaCin_unsw_v4.1.fa.scaf01739","MSTS01001739.1","NW_018345690.1",7705
"phaCin_unsw_v4.1.fa.scaf01740","MSTS01001740.1","NW_018345691.1",7649
"phaCin_unsw_v4.1.fa.scaf01741","MSTS01001741.1","NW_018345692.1",7638
"phaCin_unsw_v4.1.fa.scaf01742","MSTS01001742.1","NW_018345693.1",7610
"phaCin_unsw_v4.1.fa.scaf01743","MSTS01001743.1","NW_018345694.1",7526
"phaCin_unsw_v4.1.fa.scaf01744","MSTS01001744.1","NW_018345695.1",7525
"phaCin_unsw_v4.1.fa.scaf01745","MSTS01001745.1","NW_018345696.1",7496
"phaCin_unsw_v4.1.fa.scaf01746","MSTS01001746.1","NW_018345697.1",7490
"phaCin_unsw_v4.1.fa.scaf01747","MSTS01001747.1","NW_018345698.1",7458
"phaCin_unsw_v4.1.fa.scaf01748","MSTS01001748.1","NW_018345699.1",7350
"phaCin_unsw_v4.1.fa.scaf01749","MSTS01001749.1","NW_018345700.1",7288
"phaCin_unsw_v4.1.fa.scaf01750","MSTS01001750.1","NW_018345701.1",7270
"phaCin_unsw_v4.1.fa.scaf01751","MSTS01001751.1","NW_018345702.1",6907
"phaCin_unsw_v4.1.fa.scaf01752","MSTS01001752.1","NW_018345703.1",6869
"phaCin_unsw_v4.1.fa.scaf01753","MSTS01001753.1","NW_018345704.1",6797
"phaCin_unsw_v4.1.fa.scaf01754","MSTS01001754.1","NW_018345705.1",6754
"phaCin_unsw_v4.1.fa.scaf01755","MSTS01001755.1","NW_018345706.1",6746
"phaCin_unsw_v4.1.fa.scaf01756","MSTS01001756.1","NW_018345707.1",6738
"phaCin_unsw_v4.1.fa.scaf01757","MSTS01001757.1","NW_018345708.1",6728
"phaCin_unsw_v4.1.fa.scaf01758","MSTS01001758.1","NW_018345709.1",6708
"phaCin_unsw_v4.1.fa.scaf01759","MSTS01001759.1","NW_018345710.1",6654
"phaCin_unsw_v4.1.fa.scaf01760","MSTS01001760.1","NW_018345711.1",6620
"phaCin_unsw_v4.1.fa.scaf01761","MSTS01001761.1","NW_018345712.1",6608
"phaCin_unsw_v4.1.fa.scaf01762","MSTS01001762.1","NW_018345713.1",6589
"phaCin_unsw_v4.1.fa.scaf01763","MSTS01001763.1","NW_018345714.1",6575
"phaCin_unsw_v4.1.fa.scaf01764","MSTS01001764.1","NW_018345715.1",6571
"phaCin_unsw_v4.1.fa.scaf01765","MSTS01001765.1","NW_018345716.1",6564
"phaCin_unsw_v4.1.fa.scaf01766","MSTS01001766.1","NW_018345717.1",6552
"phaCin_unsw_v4.1.fa.scaf01767","MSTS01001767.1","NW_018345718.1",6481
"phaCin_unsw_v4.1.fa.scaf01768","MSTS01001768.1","NW_018345719.1",6347
"phaCin_unsw_v4.1.fa.scaf01769","MSTS01001769.1","NW_018345720.1",6306
"phaCin_unsw_v4.1.fa.scaf01770","MSTS01001770.1","NW_018345721.1",6295
"phaCin_unsw_v4.1.fa.scaf01771","MSTS01001771.1","NW_018345722.1",6255
"phaCin_unsw_v4.1.fa.scaf01772","MSTS01001772.1","NW_018345723.1",6247
"phaCin_unsw_v4.1.fa.scaf01773","MSTS01001773.1","NW_018345724.1",6164
"phaCin_unsw_v4.1.fa.scaf01774","MSTS01001774.1","NW_018345725.1",6143
"phaCin_unsw_v4.1.fa.scaf01775","MSTS01001775.1","NW_018345726.1",6113
"phaCin_unsw_v4.1.fa.scaf01776","MSTS01001776.1","NW_018345727.1",6071
"phaCin_unsw_v4.1.fa.scaf01777","MSTS01001777.1","NW_018345728.1",5971
"phaCin_unsw_v4.1.fa.scaf01778","MSTS01001778.1","NW_018345729.1",5877
"phaCin_unsw_v4.1.fa.scaf01779","MSTS01001779.1","NW_018345730.1",5826
"phaCin_unsw_v4.1.fa.scaf01780","MSTS01001780.1","NW_018345731.1",5798
"phaCin_unsw_v4.1.fa.scaf01781","MSTS01001781.1","NW_018345732.1",5774
"phaCin_unsw_v4.1.fa.scaf01782","MSTS01001782.1","NW_018345733.1",5753
"phaCin_unsw_v4.1.fa.scaf01783","MSTS01001783.1","NW_018345734.1",5749
"phaCin_unsw_v4.1.fa.scaf01784","MSTS01001784.1","NW_018345735.1",5725
"phaCin_unsw_v4.1.fa.scaf01785","MSTS01001785.1","NW_018345736.1",5661
"phaCin_unsw_v4.1.fa.scaf01786","MSTS01001786.1","NW_018345737.1",5659
"phaCin_unsw_v4.1.fa.scaf01787","MSTS01001787.1","NW_018345738.1",5632
"phaCin_unsw_v4.1.fa.scaf01788","MSTS01001788.1","NW_018345739.1",5585
"phaCin_unsw_v4.1.fa.scaf01789","MSTS01001789.1","NW_018345740.1",5583
"phaCin_unsw_v4.1.fa.scaf01790","MSTS01001790.1","NW_018345741.1",5566
"phaCin_unsw_v4.1.fa.scaf01791","MSTS01001791.1","NW_018345742.1",5479
"phaCin_unsw_v4.1.fa.scaf01792","MSTS01001792.1","NW_018345743.1",5473
"phaCin_unsw_v4.1.fa.scaf01793","MSTS01001793.1","NW_018345744.1",5440
"phaCin_unsw_v4.1.fa.scaf01794","MSTS01001794.1","NW_018345745.1",5427
"phaCin_unsw_v4.1.fa.scaf01795","MSTS01001795.1","NW_018345746.1",5410
"phaCin_unsw_v4.1.fa.scaf01796","MSTS01001796.1","NW_018345747.1",5375
"phaCin_unsw_v4.1.fa.scaf01797","MSTS01001797.1","NW_018345748.1",5328
"phaCin_unsw_v4.1.fa.scaf01798","MSTS01001798.1","NW_018345749.1",5263
"phaCin_unsw_v4.1.fa.scaf01799","MSTS01001799.1","NW_018345750.1",5194
"phaCin_unsw_v4.1.fa.scaf01800","MSTS01001800.1","NW_018345751.1",5115
"phaCin_unsw_v4.1.fa.scaf01801","MSTS01001801.1","NW_018345752.1",5112
"phaCin_unsw_v4.1.fa.scaf01802","MSTS01001802.1","NW_018345753.1",5076
"phaCin_unsw_v4.1.fa.scaf01803","MSTS01001803.1","NW_018345754.1",5002
"phaCin_unsw_v4.1.fa.scaf01804","MSTS01001804.1","NW_018345755.1",4996
"phaCin_unsw_v4.1.fa.scaf01805","MSTS01001805.1","NW_018345756.1",4953
"phaCin_unsw_v4.1.fa.scaf01806","MSTS01001806.1","NW_018345757.1",4947
"phaCin_unsw_v4.1.fa.scaf01807","MSTS01001807.1","NW_018345758.1",4893
"phaCin_unsw_v4.1.fa.scaf01808","MSTS01001808.1","NW_018345759.1",4886
"phaCin_unsw_v4.1.fa.scaf01809","MSTS01001809.1","NW_018345760.1",4850
